Time (s),PPG Signal Intensity
1.433333333333333348e+00,4.960206660533057033e+01
1.466666666666666563e+00,4.980577891504955090e+01
1.500000000000000000e+00,4.998416315552852751e+01
1.533333333333333437e+00,5.019993219495783165e+01
1.566666666666666652e+00,5.043265506509973051e+01
1.600000000000000089e+00,5.068867596987557533e+01
1.633333333333333304e+00,5.099089162432382949e+01
1.666666666666666741e+00,5.130670287582237421e+01
1.699999999999999956e+00,5.163581809516831100e+01
1.733333333333333393e+00,5.194154676086614586e+01
1.766666666666666607e+00,5.226391558544516158e+01
1.800000000000000044e+00,5.256118428160189637e+01
1.833333333333333259e+00,5.284159918834328096e+01
1.866666666666666696e+00,5.308333642627124505e+01
1.899999999999999911e+00,5.331859254331848064e+01
1.933333333333333348e+00,5.357988457678144556e+01
1.966666666666666563e+00,5.384421520401183869e+01
2.000000000000000000e+00,5.412425606128713440e+01
2.033333333333333215e+00,5.433768851674882683e+01
2.066666666666666874e+00,5.452413606836168469e+01
2.100000000000000089e+00,5.468821464292675216e+01
2.133333333333333304e+00,5.486082918182633250e+01
2.166666666666666519e+00,5.499360511110172922e+01
2.200000000000000178e+00,5.508731529497035240e+01
2.233333333333333393e+00,5.519571895997119526e+01
2.266666666666666607e+00,5.533826099343417582e+01
2.299999999999999822e+00,5.553556016156453268e+01
2.333333333333333481e+00,5.574312932140060184e+01
2.366666666666666696e+00,5.599837394230224419e+01
2.399999999999999911e+00,5.621204361739563637e+01
2.433333333333333126e+00,5.643687350580592010e+01
2.466666666666666785e+00,5.666658370187204952e+01
2.500000000000000000e+00,5.690584547856018816e+01
2.533333333333333215e+00,5.710101844785035752e+01
2.566666666666666874e+00,5.727999995208114825e+01
2.600000000000000089e+00,5.749095990855349925e+01
2.633333333333333304e+00,5.768474931084104895e+01
2.666666666666666519e+00,5.790575240726403905e+01
2.700000000000000178e+00,5.810666451903497887e+01
2.733333333333333393e+00,5.829253262396137814e+01
2.766666666666666607e+00,5.844977077408822908e+01
2.799999999999999822e+00,5.859245320951117719e+01
2.833333333333333481e+00,5.873695671019422804e+01
2.866666666666666696e+00,5.887956105982342336e+01
2.899999999999999911e+00,5.902257934039386100e+01
2.933333333333333126e+00,5.916728209598379351e+01
2.966666666666666785e+00,5.931034004021681483e+01
3.000000000000000000e+00,5.941491098872941734e+01
3.033333333333333215e+00,5.948210497954295306e+01
3.066666666666666874e+00,5.950484484777508243e+01
3.100000000000000089e+00,5.948907197484516729e+01
3.133333333333333304e+00,5.945681853427836216e+01
3.166666666666666519e+00,5.944179319396806704e+01
3.200000000000000178e+00,5.946100957416768296e+01
3.233333333333333393e+00,5.951417362795518073e+01
3.266666666666666607e+00,5.961931696602811570e+01
3.299999999999999822e+00,5.976010035930345765e+01
3.333333333333333481e+00,5.992603977169751772e+01
3.366666666666666696e+00,6.011049311886630164e+01
3.399999999999999911e+00,6.028407576913951971e+01
3.433333333333333126e+00,6.046220638870291708e+01
3.466666666666666785e+00,6.061580929118563432e+01
3.500000000000000000e+00,6.077407181366388755e+01
3.533333333333333215e+00,6.095517100026476243e+01
3.566666666666666874e+00,6.110349828712212883e+01
3.600000000000000089e+00,6.125922823791391636e+01
3.633333333333333304e+00,6.138933740120013027e+01
3.666666666666666519e+00,6.151481225430736544e+01
3.700000000000000178e+00,6.164522064845395732e+01
3.733333333333333393e+00,6.177523613056892771e+01
3.766666666666666607e+00,6.190053908602365595e+01
3.799999999999999822e+00,6.201524740018947313e+01
3.833333333333333481e+00,6.217766105930067511e+01
3.866666666666666696e+00,6.237231404472639440e+01
3.899999999999999911e+00,6.249995541377401054e+01
3.933333333333333126e+00,6.256326232209062965e+01
3.966666666666666785e+00,6.260152362046243013e+01
4.000000000000000000e+00,6.258183151590543503e+01
4.033333333333333215e+00,6.250616768864297512e+01
4.066666666666666430e+00,6.240365175783419005e+01
4.099999999999999645e+00,6.230728049288352821e+01
4.133333333333333748e+00,6.224945126488085378e+01
4.166666666666666963e+00,6.223074373832514539e+01
4.200000000000000178e+00,6.230640543102476414e+01
4.233333333333333393e+00,6.242272396791697986e+01
4.266666666666666607e+00,6.252081412226765877e+01
4.299999999999999822e+00,6.267181148586473682e+01
4.333333333333333037e+00,6.285330258255955727e+01
4.366666666666666252e+00,6.302764518076686784e+01
4.400000000000000355e+00,6.317705510482871034e+01
4.433333333333333570e+00,6.333586239823788588e+01
4.466666666666666785e+00,6.349865801341017857e+01
4.500000000000000000e+00,6.366297949251411126e+01
4.533333333333333215e+00,6.380859383712490995e+01
4.566666666666666430e+00,6.392121901398868999e+01
4.599999999999999645e+00,6.403714193797385690e+01
4.633333333333333748e+00,6.413308504882475347e+01
4.666666666666666963e+00,6.424797761061381607e+01
4.700000000000000178e+00,6.434261985788157290e+01
4.733333333333333393e+00,6.443083134252665900e+01
4.766666666666666607e+00,6.450343235526781882e+01
4.799999999999999822e+00,6.458687890755676619e+01
4.833333333333333037e+00,6.466711788711376130e+01
4.866666666666666252e+00,6.476057758656732233e+01
4.900000000000000355e+00,6.482475254317904501e+01
4.933333333333333570e+00,6.487001379188960470e+01
4.966666666666666785e+00,6.493377693034170761e+01
5.000000000000000000e+00,6.498391724517665580e+01
5.033333333333333215e+00,6.504483897554912630e+01
5.066666666666666430e+00,6.509150666157844967e+01
5.099999999999999645e+00,6.517745012964191176e+01
5.133333333333333748e+00,6.522718844966254892e+01
5.166666666666666963e+00,6.530752675173540922e+01
5.200000000000000178e+00,6.538799404239144053e+01
5.233333333333333393e+00,6.548354034236635357e+01
5.266666666666666607e+00,6.552737045381665837e+01
5.299999999999999822e+00,6.560604556115468711e+01
5.333333333333333037e+00,6.570323647645523124e+01
5.366666666666666252e+00,6.579441809638804273e+01
5.400000000000000355e+00,6.587371102898116249e+01
5.433333333333333570e+00,6.593765876355654143e+01
5.466666666666666785e+00,6.600152614708783005e+01
5.500000000000000000e+00,6.603872796172761639e+01
5.533333333333333215e+00,6.609469284511949638e+01
5.566666666666666430e+00,6.613718203726151046e+01
5.599999999999999645e+00,6.617238681589428495e+01
5.633333333333333748e+00,6.619486001623998561e+01
5.666666666666666963e+00,6.625657488917687488e+01
5.700000000000000178e+00,6.633836854926386195e+01
5.733333333333333393e+00,6.640464199896136677e+01
5.766666666666666607e+00,6.643266887441441781e+01
5.799999999999999822e+00,6.647535366221272568e+01
5.833333333333333037e+00,6.654401013351026961e+01
5.866666666666666252e+00,6.661356863185838506e+01
5.900000000000000355e+00,6.667611894655392746e+01
5.933333333333333570e+00,6.672300512033696407e+01
5.966666666666666785e+00,6.675336644519477147e+01
6.000000000000000000e+00,6.678538445219265896e+01
6.033333333333333215e+00,6.681624648450558368e+01
6.066666666666666430e+00,6.683589670371212321e+01
6.099999999999999645e+00,6.682709204583461826e+01
6.133333333333333748e+00,6.678610116433858934e+01
6.166666666666666963e+00,6.678229332204182356e+01
6.200000000000000178e+00,6.679346858620488092e+01
6.233333333333333393e+00,6.679559556917017460e+01
6.266666666666666607e+00,6.679393655643599459e+01
6.299999999999999822e+00,6.680028069501354082e+01
6.333333333333333037e+00,6.681880399572729345e+01
6.366666666666666252e+00,6.684491281399844809e+01
6.400000000000000355e+00,6.687558151590543787e+01
6.433333333333333570e+00,6.689716821923431667e+01
6.466666666666666785e+00,6.691537011577159433e+01
6.500000000000000000e+00,6.694510692852949774e+01
6.533333333333333215e+00,6.699368805411498329e+01
6.566666666666666430e+00,6.704934201011334949e+01
6.599999999999999645e+00,6.707137468460733487e+01
6.633333333333333748e+00,6.712916200547830670e+01
6.666666666666666963e+00,6.723120892055581521e+01
6.700000000000000178e+00,6.734968813601248883e+01
6.733333333333333393e+00,6.746644798288156153e+01
6.766666666666666607e+00,6.756873651740399112e+01
6.799999999999999822e+00,6.764692686116443099e+01
6.833333333333333037e+00,6.771148834790052717e+01
6.866666666666666252e+00,6.777485223597624042e+01
6.900000000000000355e+00,6.783225437716059503e+01
6.933333333333333570e+00,6.785947861342270926e+01
6.966666666666666785e+00,6.784965846994523986e+01
7.000000000000000000e+00,6.790292300065506481e+01
7.033333333333333215e+00,6.797345490322140904e+01
7.066666666666666430e+00,6.805419781385904798e+01
7.099999999999999645e+00,6.811898022784922091e+01
7.133333333333333748e+00,6.818882440911802689e+01
7.166666666666666963e+00,6.818841984411581336e+01
7.200000000000000178e+00,6.817891981972081794e+01
7.233333333333333393e+00,6.812980043579921130e+01
7.266666666666666607e+00,6.808181528887158152e+01
7.299999999999999822e+00,6.798064966509133455e+01
7.333333333333333037e+00,6.784371826471355860e+01
7.366666666666666252e+00,6.774259576781521730e+01
7.400000000000000355e+00,6.763488864551956681e+01
7.433333333333333570e+00,6.754768219147280206e+01
7.466666666666666785e+00,6.747084208939712369e+01
7.500000000000000000e+00,6.744195796915067831e+01
7.533333333333333215e+00,6.737609215561212750e+01
7.566666666666666430e+00,6.732676624184499303e+01
7.599999999999999645e+00,6.728531684318184602e+01
7.633333333333333748e+00,6.725849860948467551e+01
7.666666666666666963e+00,6.718771330381527207e+01
7.700000000000000178e+00,6.707167785787460446e+01
7.733333333333333393e+00,6.699662569177252180e+01
7.766666666666666607e+00,6.692808511852476272e+01
7.799999999999999822e+00,6.685742494615662679e+01
7.833333333333333037e+00,6.680179616928727171e+01
7.866666666666666252e+00,6.675930654152018917e+01
7.900000000000000355e+00,6.671955564500379410e+01
7.933333333333333570e+00,6.668736242960288507e+01
7.966666666666666785e+00,6.668537698122270285e+01
8.000000000000000000e+00,6.666553576220435673e+01
8.033333333333333215e+00,6.663876124348294638e+01
8.066666666666666430e+00,6.658186429669193274e+01
8.099999999999999645e+00,6.656469027928783078e+01
8.133333333333332860e+00,6.655351789025024800e+01
8.166666666666666075e+00,6.653982891696627178e+01
8.199999999999999289e+00,6.653431096311463477e+01
8.233333333333332504e+00,6.654359385019365902e+01
8.266666666666667496e+00,6.657121674873832262e+01
8.300000000000000711e+00,6.660611741750993531e+01
8.333333333333333925e+00,6.664301329266325524e+01
8.366666666666667140e+00,6.668500428219432763e+01
8.400000000000000355e+00,6.671532339498287456e+01
8.433333333333333570e+00,6.670110762030211049e+01
8.466666666666666785e+00,6.668715119693602844e+01
8.500000000000000000e+00,6.663957505625391775e+01
8.533333333333333215e+00,6.656353385506633913e+01
8.566666666666666430e+00,6.645633079108634433e+01
8.599999999999999645e+00,6.631526906202694249e+01
8.633333333333332860e+00,6.613765186560118536e+01
