Time (s),PPG Signal Intensity
2.666666666666666519e+00,5.607158424204713754e+01
2.700000000000000178e+00,5.606795555056030622e+01
2.733333333333333393e+00,5.605941390131863500e+01
2.766666666666666607e+00,5.605336256813166074e+01
2.799999999999999822e+00,5.604687092690550543e+01
2.833333333333333481e+00,5.603808386828082888e+01
2.866666666666666696e+00,5.603201966237305243e+01
2.899999999999999911e+00,5.603733951572423422e+01
2.933333333333333126e+00,5.604705685168525520e+01
2.966666666666666785e+00,5.605732459992184857e+01
3.000000000000000000e+00,5.607314358376537200e+01
3.033333333333333215e+00,5.608644247658071436e+01
3.066666666666666874e+00,5.609635697644827701e+01
3.100000000000000089e+00,5.610695586508159494e+01
3.133333333333333304e+00,5.611485019725094503e+01
3.166666666666666519e+00,5.611697526346595311e+01
3.200000000000000178e+00,5.611626268975819443e+01
3.233333333333333393e+00,5.612459073024692913e+01
3.266666666666666607e+00,5.614352203740093472e+01
3.299999999999999822e+00,5.616676882074541766e+01
3.333333333333333481e+00,5.619174965324234705e+01
3.366666666666666696e+00,5.621274327482007749e+01
3.399999999999999911e+00,5.623991728351168007e+01
3.433333333333333126e+00,5.626533883789162616e+01
3.466666666666666785e+00,5.628702786954936954e+01
3.500000000000000000e+00,5.631019783041281812e+01
3.533333333333333215e+00,5.632810602852812565e+01
3.566666666666666874e+00,5.634508573536987797e+01
3.600000000000000089e+00,5.636862785073036264e+01
3.633333333333333304e+00,5.638324178672485232e+01
3.666666666666666519e+00,5.639367269833129370e+01
3.700000000000000178e+00,5.641006744782945503e+01
3.733333333333333393e+00,5.642193365691554874e+01
3.766666666666666607e+00,5.644363902451340209e+01
3.799999999999999822e+00,5.646612174326687494e+01
3.833333333333333481e+00,5.648763238645858564e+01
3.866666666666666696e+00,5.652314554407820424e+01
3.899999999999999911e+00,5.655740721621631195e+01
3.933333333333333126e+00,5.658816883695066480e+01
3.966666666666666785e+00,5.661086494664454705e+01
4.000000000000000000e+00,5.662370532229276421e+01
4.033333333333333215e+00,5.662895506178897165e+01
4.066666666666666430e+00,5.663072195707167111e+01
4.099999999999999645e+00,5.663131061722835824e+01
4.133333333333333748e+00,5.663244894909799854e+01
4.166666666666666963e+00,5.663592406096651644e+01
4.200000000000000178e+00,5.664029316260306501e+01
4.233333333333333393e+00,5.665659802086809549e+01
4.266666666666666607e+00,5.667102407177000600e+01
4.299999999999999822e+00,5.668227221600721322e+01
4.333333333333333037e+00,5.669319100591047089e+01
4.366666666666666252e+00,5.670192949233987179e+01
4.400000000000000355e+00,5.670798291652717182e+01
4.433333333333333570e+00,5.671529050529013460e+01
4.466666666666666785e+00,5.672993909525889933e+01
4.500000000000000000e+00,5.674346048357859473e+01
4.533333333333333215e+00,5.676072461002835468e+01
4.566666666666666430e+00,5.677910827112598469e+01
4.599999999999999645e+00,5.679734059607439889e+01
4.633333333333333748e+00,5.681234454719378846e+01
4.666666666666666963e+00,5.682842603870432896e+01
4.700000000000000178e+00,5.684595827060323359e+01
4.733333333333333393e+00,5.686203429501914286e+01
4.766666666666666607e+00,5.687839214707390312e+01
4.799999999999999822e+00,5.685133085636910266e+01
4.833333333333333037e+00,5.687349090763345316e+01
4.866666666666666252e+00,5.692854988691163953e+01
4.900000000000000355e+00,5.700728541544683026e+01
4.933333333333333570e+00,5.710347626627486761e+01
4.966666666666666785e+00,5.720080320550342634e+01
5.000000000000000000e+00,5.729273660540025759e+01
5.033333333333333215e+00,5.738168248856910481e+01
5.066666666666666430e+00,5.744918363861929578e+01
5.099999999999999645e+00,5.749022958312414033e+01
5.133333333333333748e+00,5.749296611446823846e+01
5.166666666666666963e+00,5.744957066971246462e+01
5.200000000000000178e+00,5.745486024712129591e+01
5.233333333333333393e+00,5.746136142853649176e+01
5.266666666666666607e+00,5.747246252753141249e+01
5.299999999999999822e+00,5.749074882642597117e+01
5.333333333333333037e+00,5.750521586964693910e+01
5.366666666666666252e+00,5.752006269080368384e+01
5.400000000000000355e+00,5.754442820288966232e+01
5.433333333333333570e+00,5.756350202478522959e+01
5.466666666666666785e+00,5.758037408867226503e+01
5.500000000000000000e+00,5.758705581489758885e+01
5.533333333333333215e+00,5.759173063820805538e+01
5.566666666666666430e+00,5.759524027336335195e+01
5.599999999999999645e+00,5.760118921287768501e+01
5.633333333333333748e+00,5.761022982707417128e+01
5.666666666666666963e+00,5.762263490437149471e+01
5.700000000000000178e+00,5.763389352539162047e+01
5.733333333333333393e+00,5.765064372316540187e+01
5.766666666666666607e+00,5.767092464034784882e+01
5.799999999999999822e+00,5.768693880600386592e+01
5.833333333333333037e+00,5.769997671583993792e+01
5.866666666666666252e+00,5.771020242625728969e+01
5.900000000000000355e+00,5.772396364795909562e+01
5.933333333333333570e+00,5.773355521896248632e+01
5.966666666666666785e+00,5.774421949491877371e+01
6.000000000000000000e+00,5.775511434722445614e+01
6.033333333333333215e+00,5.776381462933524347e+01
6.066666666666666430e+00,5.777108662753001767e+01
6.099999999999999645e+00,5.777948883318686768e+01
6.133333333333333748e+00,5.778856122623220415e+01
6.166666666666666963e+00,5.779927183091465537e+01
6.200000000000000178e+00,5.780951727514767668e+01
6.233333333333333393e+00,5.782520899112709145e+01
6.266666666666666607e+00,5.783965527681350238e+01
6.299999999999999822e+00,5.785140741747508741e+01
6.333333333333333037e+00,5.786398156086195854e+01
6.366666666666666252e+00,5.787660127063111304e+01
6.400000000000000355e+00,5.788494368674714252e+01
6.433333333333333570e+00,5.788798360917103736e+01
6.466666666666666785e+00,5.788964042199861382e+01
6.500000000000000000e+00,5.789564786595980905e+01
6.533333333333333215e+00,5.790229757374251562e+01
6.566666666666666430e+00,5.790853648708449697e+01
6.599999999999999645e+00,5.791914746431349670e+01
6.633333333333333748e+00,5.792643366388554682e+01
6.666666666666666963e+00,5.793989328057033106e+01
6.700000000000000178e+00,5.796022353229191992e+01
6.733333333333333393e+00,5.798473399861985200e+01
6.766666666666666607e+00,5.800988021617449419e+01
6.799999999999999822e+00,5.802943786505371548e+01
6.833333333333333037e+00,5.804870948251217300e+01
6.866666666666666252e+00,5.806636044402382169e+01
6.900000000000000355e+00,5.808333616489619544e+01
6.933333333333333570e+00,5.809619359526588056e+01
6.966666666666666785e+00,5.810367011943087334e+01
7.000000000000000000e+00,5.810398492388749503e+01
7.033333333333333215e+00,5.810143067985381293e+01
7.066666666666666430e+00,5.809316580500018290e+01
7.099999999999999645e+00,5.808647096646025432e+01
7.133333333333333748e+00,5.807899350570136221e+01
7.166666666666666963e+00,5.807133669810126975e+01
7.200000000000000178e+00,5.807089765337477871e+01
7.233333333333333393e+00,5.807879009057507602e+01
7.266666666666666607e+00,5.810095983449723178e+01
7.299999999999999822e+00,5.812763232982732831e+01
7.333333333333333037e+00,5.815659980693087761e+01
7.366666666666666252e+00,5.818466473423377039e+01
7.400000000000000355e+00,5.819826798505075516e+01
7.433333333333333570e+00,5.822464880888473004e+01
7.466666666666666785e+00,5.824922325782246446e+01
7.500000000000000000e+00,5.827114476646820407e+01
7.533333333333333215e+00,5.828956676942620163e+01
7.566666666666666430e+00,5.830364270130071702e+01
